heading;content;id
Communication number(s);370/2009,;https://juris.ohchr.org/Search/Details/33
Author;E.L.;https://juris.ohchr.org/Search/Details/33
Display name;E.L.;https://juris.ohchr.org/Search/Details/33
Victim;E.L.;https://juris.ohchr.org/Search/Details/33
Countries;Canada;https://juris.ohchr.org/Search/Details/33
Date of admissibility;;https://juris.ohchr.org/Search/Details/33
Submission date;14 Jan 2009;https://juris.ohchr.org/Search/Details/33
Date of adoption of the Views;21 May 2012;https://juris.ohchr.org/Search/Details/33
Session No;48;https://juris.ohchr.org/Search/Details/33
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/33
Comment;;https://juris.ohchr.org/Search/Details/33
Issues;;https://juris.ohchr.org/Search/Details/33
Articles;;https://juris.ohchr.org/Search/Details/33
Committee;CAT;https://juris.ohchr.org/Search/Details/34
Communication number(s);414/2010,;https://juris.ohchr.org/Search/Details/34
Author;N.T.W.;https://juris.ohchr.org/Search/Details/34
Display name;N.T.W.;https://juris.ohchr.org/Search/Details/34
Victim;N.T.W.;https://juris.ohchr.org/Search/Details/34
Countries;Switzerland;https://juris.ohchr.org/Search/Details/34
Date of admissibility;;https://juris.ohchr.org/Search/Details/34
Submission date;18 Mar 2010;https://juris.ohchr.org/Search/Details/34
Date of adoption of the Views;16 May 2012;https://juris.ohchr.org/Search/Details/34
Session No;48;https://juris.ohchr.org/Search/Details/34
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/34
Comment;;https://juris.ohchr.org/Search/Details/34
Issues;;https://juris.ohchr.org/Search/Details/34
Articles;;https://juris.ohchr.org/Search/Details/34
Committee;CAT;https://juris.ohchr.org/Search/Details/35
Communication number(s);382/2009,;https://juris.ohchr.org/Search/Details/35
Author;M.D.T.;https://juris.ohchr.org/Search/Details/35
Display name;M.D.T.;https://juris.ohchr.org/Search/Details/35
Victim;M.D.T.;https://juris.ohchr.org/Search/Details/35
Countries;Democratic Republic of the CongoSwitzerland;https://juris.ohchr.org/Search/Details/35
Date of admissibility;;https://juris.ohchr.org/Search/Details/35
Submission date;11 Apr 2009;https://juris.ohchr.org/Search/Details/35
Date of adoption of the Views;14 May 2012;https://juris.ohchr.org/Search/Details/35
Session No;48;https://juris.ohchr.org/Search/Details/35
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/35
Comment;;https://juris.ohchr.org/Search/Details/35
Issues;;https://juris.ohchr.org/Search/Details/35
Articles;;https://juris.ohchr.org/Search/Details/35
Committee;CAT;https://juris.ohchr.org/Search/Details/36
Communication number(s);396/2009,;https://juris.ohchr.org/Search/Details/36
Author;Magloire Gbadjavi;https://juris.ohchr.org/Search/Details/36
Display name;Magloire Gbadjavi;https://juris.ohchr.org/Search/Details/36
Victim;Magloire Gbadjavi;https://juris.ohchr.org/Search/Details/36
Countries;Switzerland;https://juris.ohchr.org/Search/Details/36
Date of admissibility;;https://juris.ohchr.org/Search/Details/36
Submission date;18 Aug 2009;https://juris.ohchr.org/Search/Details/36
Date of adoption of the Views;01 Jun 2012;https://juris.ohchr.org/Search/Details/36
Session No;48;https://juris.ohchr.org/Search/Details/36
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/36
Comment;;https://juris.ohchr.org/Search/Details/36
Issues;;https://juris.ohchr.org/Search/Details/36
Articles;;https://juris.ohchr.org/Search/Details/36
Committee;CAT;https://juris.ohchr.org/Search/Details/37
Communication number(s);327/2007,;https://juris.ohchr.org/Search/Details/37
Author;Régent Boily;https://juris.ohchr.org/Search/Details/37
Display name;Régent Boily;https://juris.ohchr.org/Search/Details/37
Victim;Régent Boily;https://juris.ohchr.org/Search/Details/37
Countries;CanadaMexico;https://juris.ohchr.org/Search/Details/37
Date of admissibility;;https://juris.ohchr.org/Search/Details/37
Submission date;04 Jul 2007;https://juris.ohchr.org/Search/Details/37
Date of adoption of the Views;14 Nov 2011;https://juris.ohchr.org/Search/Details/37
Session No;47;https://juris.ohchr.org/Search/Details/37
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/37
Comment;;https://juris.ohchr.org/Search/Details/37
Issues;;https://juris.ohchr.org/Search/Details/37
Articles;;https://juris.ohchr.org/Search/Details/37
Committee;CAT;https://juris.ohchr.org/Search/Details/38
Communication number(s);347/2008,;https://juris.ohchr.org/Search/Details/38
Author;N.B-M.;https://juris.ohchr.org/Search/Details/38
Display name;N.B-M.;https://juris.ohchr.org/Search/Details/38
Victim;N.B-M.;https://juris.ohchr.org/Search/Details/38
Countries;Switzerland;https://juris.ohchr.org/Search/Details/38
Date of admissibility;;https://juris.ohchr.org/Search/Details/38
Submission date;10 Apr 2008;https://juris.ohchr.org/Search/Details/38
Date of adoption of the Views;14 Nov 2011;https://juris.ohchr.org/Search/Details/38
Session No;47;https://juris.ohchr.org/Search/Details/38
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/38
Comment;;https://juris.ohchr.org/Search/Details/38
Issues;;https://juris.ohchr.org/Search/Details/38
Articles;;https://juris.ohchr.org/Search/Details/38
Committee;CAT;https://juris.ohchr.org/Search/Details/39
Communication number(s);351/2008,;https://juris.ohchr.org/Search/Details/39
Author;E.L.;https://juris.ohchr.org/Search/Details/39
Display name;E.L.;https://juris.ohchr.org/Search/Details/39
Victim;E.L.;https://juris.ohchr.org/Search/Details/39
Countries;Switzerland;https://juris.ohchr.org/Search/Details/39
Date of admissibility;;https://juris.ohchr.org/Search/Details/39
Submission date;09 May 2008;https://juris.ohchr.org/Search/Details/39
Date of adoption of the Views;15 Nov 2011;https://juris.ohchr.org/Search/Details/39
Session No;47;https://juris.ohchr.org/Search/Details/39
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/39
Comment;;https://juris.ohchr.org/Search/Details/39
Issues;;https://juris.ohchr.org/Search/Details/39
Articles;;https://juris.ohchr.org/Search/Details/39
Committee;CAT;https://juris.ohchr.org/Search/Details/40
Communication number(s);453/2011,;https://juris.ohchr.org/Search/Details/40
Author;Oskartz Gallastegi Sodupe;https://juris.ohchr.org/Search/Details/40
Display name;Gallastegi Sodupe;https://juris.ohchr.org/Search/Details/40
Victim;Oskartz Gallastegi Sodupe;https://juris.ohchr.org/Search/Details/40
Countries;Spain;https://juris.ohchr.org/Search/Details/40
Date of admissibility;;https://juris.ohchr.org/Search/Details/40
Submission date;20 Jan 2011;https://juris.ohchr.org/Search/Details/40
Date of adoption of the Views;23 May 2012;https://juris.ohchr.org/Search/Details/40
Session No;48;https://juris.ohchr.org/Search/Details/40
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/40
Comment;;https://juris.ohchr.org/Search/Details/40
Issues;;https://juris.ohchr.org/Search/Details/40
Articles;;https://juris.ohchr.org/Search/Details/40
Committee;CAT;https://juris.ohchr.org/Search/Details/41
Communication number(s);312/2007,;https://juris.ohchr.org/Search/Details/41
Author;Hamid Reza Eftekhary;https://juris.ohchr.org/Search/Details/41
Display name;Eftekhary;https://juris.ohchr.org/Search/Details/41
Victim;Hamid Reza Eftekhary;https://juris.ohchr.org/Search/Details/41
Countries;Iran (Islamic Republic of)Norway;https://juris.ohchr.org/Search/Details/41
Date of admissibility;;https://juris.ohchr.org/Search/Details/41
Submission date;24 Oct 2006;https://juris.ohchr.org/Search/Details/41
Date of adoption of the Views;25 Nov 2011;https://juris.ohchr.org/Search/Details/41
Session No;47;https://juris.ohchr.org/Search/Details/41
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/41
Comment;;https://juris.ohchr.org/Search/Details/41
Issues;;https://juris.ohchr.org/Search/Details/41
Articles;;https://juris.ohchr.org/Search/Details/41
Committee;CAT;https://juris.ohchr.org/Search/Details/42
Communication number(s);353/2008,;https://juris.ohchr.org/Search/Details/42
Author;Dmytro Slyusar;https://juris.ohchr.org/Search/Details/42
Display name;Dmytro Slyusar;https://juris.ohchr.org/Search/Details/42
Victim;Dmytro Slyusar;https://juris.ohchr.org/Search/Details/42
Countries;Ukraine;https://juris.ohchr.org/Search/Details/42
Date of admissibility;;https://juris.ohchr.org/Search/Details/42
Submission date;28 Jul 2008;https://juris.ohchr.org/Search/Details/42
Date of adoption of the Views;14 Nov 2011;https://juris.ohchr.org/Search/Details/42
Session No;47;https://juris.ohchr.org/Search/Details/42
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/42
Comment;;https://juris.ohchr.org/Search/Details/42
Issues;;https://juris.ohchr.org/Search/Details/42
Articles;;https://juris.ohchr.org/Search/Details/42
Committee;CAT;https://juris.ohchr.org/Search/Details/43
Communication number(s);365/2008,;https://juris.ohchr.org/Search/Details/43
Author;S.K. and R.K.;https://juris.ohchr.org/Search/Details/43
Display name;S.K. and R.K.;https://juris.ohchr.org/Search/Details/43
Victim;S.K. and R.K.;https://juris.ohchr.org/Search/Details/43
Countries;AfghanistanSweden;https://juris.ohchr.org/Search/Details/43
Date of admissibility;;https://juris.ohchr.org/Search/Details/43
Submission date;19 Nov 2008;https://juris.ohchr.org/Search/Details/43
Date of adoption of the Views;21 Nov 2011;https://juris.ohchr.org/Search/Details/43
Session No;47;https://juris.ohchr.org/Search/Details/43
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/43
Comment;;https://juris.ohchr.org/Search/Details/43
Issues;;https://juris.ohchr.org/Search/Details/43
Articles;;https://juris.ohchr.org/Search/Details/43
Committee;CAT;https://juris.ohchr.org/Search/Details/44
Communication number(s);368/2008,;https://juris.ohchr.org/Search/Details/44
Author;Fatou Sonko;https://juris.ohchr.org/Search/Details/44
Display name;Sonko;https://juris.ohchr.org/Search/Details/44
Victim;Lauding Sonko (deceased);https://juris.ohchr.org/Search/Details/44
Countries;Spain;https://juris.ohchr.org/Search/Details/44
Date of admissibility;;https://juris.ohchr.org/Search/Details/44
Submission date;23 Oct 2008;https://juris.ohchr.org/Search/Details/44
Date of adoption of the Views;25 Nov 2011;https://juris.ohchr.org/Search/Details/44
Session No;47;https://juris.ohchr.org/Search/Details/44
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/44
Comment;Individual opinion of Committee member Ms. Felice Gaer (partially dissenting);https://juris.ohchr.org/Search/Details/44
Issues;;https://juris.ohchr.org/Search/Details/44
Articles;;https://juris.ohchr.org/Search/Details/44
Committee;CAT;https://juris.ohchr.org/Search/Details/45
Communication number(s);374/2009,;https://juris.ohchr.org/Search/Details/45
Author;S.M., H.M. and A.M.;https://juris.ohchr.org/Search/Details/45
Display name;S.M., H.M. and A.M.;https://juris.ohchr.org/Search/Details/45
Victim;S.M., H.M. and A.M.;https://juris.ohchr.org/Search/Details/45
Countries;AzerbaijanSweden;https://juris.ohchr.org/Search/Details/45
Date of admissibility;;https://juris.ohchr.org/Search/Details/45
Submission date;11 Nov 2008;https://juris.ohchr.org/Search/Details/45
Date of adoption of the Views;21 Nov 2011;https://juris.ohchr.org/Search/Details/45
Session No;47;https://juris.ohchr.org/Search/Details/45
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/45
Comment;;https://juris.ohchr.org/Search/Details/45
Issues;;https://juris.ohchr.org/Search/Details/45
Articles;;https://juris.ohchr.org/Search/Details/45
Committee;CAT;https://juris.ohchr.org/Search/Details/46
Communication number(s);381/2009,;https://juris.ohchr.org/Search/Details/46
Author;Abolghasem Faragollah et al.;https://juris.ohchr.org/Search/Details/46
Display name;Faragollah et al.;https://juris.ohchr.org/Search/Details/46
Victim;Abolghasem Faragollah et al.;https://juris.ohchr.org/Search/Details/46
Countries;Switzerland;https://juris.ohchr.org/Search/Details/46
Date of admissibility;;https://juris.ohchr.org/Search/Details/46
Submission date;17 Apr 2009;https://juris.ohchr.org/Search/Details/46
Date of adoption of the Views;21 Nov 2011;https://juris.ohchr.org/Search/Details/46
Session No;47;https://juris.ohchr.org/Search/Details/46
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/46
Comment;;https://juris.ohchr.org/Search/Details/46
Issues;;https://juris.ohchr.org/Search/Details/46
Articles;;https://juris.ohchr.org/Search/Details/46
Committee;CAT;https://juris.ohchr.org/Search/Details/47
Communication number(s);444/2010,;https://juris.ohchr.org/Search/Details/47
Author;Toirjon Abdussamatov and 28 other complainants;https://juris.ohchr.org/Search/Details/47
Display name;Abdussamatov et al.;https://juris.ohchr.org/Search/Details/47
Victim;Toirjon Abdussamatov and 28 other complainants;https://juris.ohchr.org/Search/Details/47
Countries;Kazakhstan;https://juris.ohchr.org/Search/Details/47
Date of admissibility;;https://juris.ohchr.org/Search/Details/47
Submission date;24 Dec 2010;https://juris.ohchr.org/Search/Details/47
Date of adoption of the Views;15 Nov 2011;https://juris.ohchr.org/Search/Details/47
Session No;47;https://juris.ohchr.org/Search/Details/47
Type of decision;Admissibility decision;https://juris.ohchr.org/Search/Details/47
Comment;;https://juris.ohchr.org/Search/Details/47
Issues;;https://juris.ohchr.org/Search/Details/47
Articles;;https://juris.ohchr.org/Search/Details/47
Committee;CAT;https://juris.ohchr.org/Search/Details/48
Communication number(s);428/2010,;https://juris.ohchr.org/Search/Details/48
Author;Alexey Kalinichenko;https://juris.ohchr.org/Search/Details/48
Display name;Kalinichenko;https://juris.ohchr.org/Search/Details/48
Victim;Alexey Kalinichenko;https://juris.ohchr.org/Search/Details/48
Countries;MoroccoRussian Federation;https://juris.ohchr.org/Search/Details/48
Date of admissibility;;https://juris.ohchr.org/Search/Details/48
Submission date;12 Aug 2010;https://juris.ohchr.org/Search/Details/48
Date of adoption of the Views;25 Nov 2011;https://juris.ohchr.org/Search/Details/48
Session No;47;https://juris.ohchr.org/Search/Details/48
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/48
Comment;;https://juris.ohchr.org/Search/Details/48
Issues;;https://juris.ohchr.org/Search/Details/48
Articles;;https://juris.ohchr.org/Search/Details/48
Committee;CAT;https://juris.ohchr.org/Search/Details/49
Communication number(s);413/2010,;https://juris.ohchr.org/Search/Details/49
Author;A.A.M.;https://juris.ohchr.org/Search/Details/49
Display name;A.A.M.;https://juris.ohchr.org/Search/Details/49
Victim;A.A.M.;https://juris.ohchr.org/Search/Details/49
Countries;Sweden;https://juris.ohchr.org/Search/Details/49
Date of admissibility;;https://juris.ohchr.org/Search/Details/49
Submission date;19 Feb 2010;https://juris.ohchr.org/Search/Details/49
Date of adoption of the Views;23 May 2012;https://juris.ohchr.org/Search/Details/49
Session No;48;https://juris.ohchr.org/Search/Details/49
Type of decision;Adoption of views;https://juris.ohchr.org/Search/Details/49
Comment;;https://juris.ohchr.org/Search/Details/49
Issues;;https://juris.ohchr.org/Search/Details/49
Articles;;https://juris.ohchr.org/Search/Details/49
Committee;CAT;https://juris.ohchr.org/Search/Details/50
Communication number(s);339/2008,;https://juris.ohchr.org/Search/Details/50
Author;Said Amini;https://juris.ohchr.org/Search/Details/50
Display name;Amini;https://juris.ohchr.org/Search/Details/50
Victim;Said Amini;https://juris.ohchr.org/Search/Details/50
Countries;DenmarkIran (Islamic Republic of);https://juris.ohchr.org/Search/Details/50
Date of admissibility;;https://juris.ohchr.org/Search/Details/50
Submission date;16 Apr 2008;https://juris.ohchr.org/Search/Details/50
